Exp,Mouse,Line,Group,Inf1,Inf2,Protein,Dpi,[IFNg] serum,[IgE] serum,[IgG1] serum,[IgG2a] serum,[IL-4] serum,[IL-5] serum,[IL-10] serum,[IFNg] Ag MLN stim,[IFN] CD3 MLN stim,[IFN] Media MLN stim,[IL-5] Media MLN stim,[IL-5] Ag MLN stim,[IL-5] CD3 MLN stim,[IL-10] Media MLN stim,[IL-10] CD MLN stim,[IL-10] Ag MLN stim,[IL-17]Media MLN stim,[IL-17] CD MLN stim,[IL-17] Ag MLN stim,[GAPDH] QPCR Gut,[Arg1] QPCR Gut,[CD36] QPCR Gut,[Idlr] QPCR Gut,[iNOS] QPCR Gut,[PPARg1&2] QPCR Gut,[RELMa] QPCR Gut,[Arg1] QPCR Spleen,[CD36] QPCR Spleen,[GAPDH] QPCR Spleen,[Idlr] QPCR Spleen,[iNOS] QPCR spleen,[PPARg1&2] QPCR spleen,[RELMa] QPCR spleen,wean BW,BW1,BW2,BW3,BW4,BW5,BW6,BW7,BW8,BW9,BW10,BW11,BW12,BWd9,BWd21,FinalBW,ADWG,ADWG expt,ADWG expt diet,FI 1,FI 2,FI 3,FI 4,FI 5,FI 6,FI 7,FI 8,FI 9,FI 10,FI 11,ADFI,ADFI expt,spleen wt,gut wt,Spl_BW,Gut_BW,granulomas,colon contents,wet carcass wt,dry carcass wt,DMR ratio,Fat %,EIC,Adult Male,Adult Female,Juv Male,Juv Female,Total worms,tWB,PCF,Juv Per
SB-105,217,ROL,0_1,0,1,LP,9,0,0.266,"25,600.00",0,0,0,,0,,3.482,0,0.066,3.876,0.025,2.966,0.121,0,0.465,0,,,,,,,,,,,,,,,8.67,10.86,7.68,11.37,9.36,12.47,14.32,13.74,13.91,13.86,,,,13.83,,13.83,0.156,0.107,-0.041,1.228,3.757,1.715,3.777,3.663,2.553,2.435,2.6,,,,,,0.081,1.316,5.857,95.155,0,0.05,12.18,4.6,0.378,12.477,0.00,43,43,2,8,96,1.987,0,10.417
SB-105,221,ROL,0_1,0,1,LP,21,0,0.381,"25,600.00",0,0,0,0,0,0,0,0,0,0.445,0,0.449,0.05,0.503,0.02,0,,,,,,,,,,,,,,,5.28,7,5.62,8.62,9.9,10.21,12.69,12.36,12.25,12.78,13.32,13.7,13.38,,14.06,14.06,0.266,0.237,0.114,1.5,3.073,2.32,2.76,3.2,2.593,2.523,2.317,2.453,2.587,2.49,,,0.061,1.112,4.339,79.09,0,0.07,11.84,4.6,0.389,13.702,756.00,70,60,0,0,130,2.117,12.6,0
SB-105,222,ROL,1_1,1,1,LP,9,0,0.376,"1,600.00",0,0,0,0,0,5.117,0,0,0,0.905,0.053,1.677,0,0,0.065,0,,,,,,,,,,,,,,,6.16,7.33,8.19,10.08,9.4,11.99,14.02,12.85,12.33,13.24,,,,13.1,,13.1,0.21,0.131,-0.077,2.295,3.553,1.803,3.057,3.278,2.46,2.183,2.907,,,,,,0.062,0.839,4.733,64.046,3,0.06,11.8,4.7,0.398,14.808,0.00,4,2,2,8,16,1.23,0,62.5
SB-105,223,ROL,0_1,0,1,HP,9,0,0.325,"3,200.00",0,0.005,,0,,12.958,3.607,0,0,2.84,0,2.981,0,0,0.314,0,,,,,,,,,,,,,,,5.52,7.27,7.61,8.5,11.04,11.55,12.87,12.95,13.45,14.56,,,,15.03,,15.03,0.288,0.284,0.18,2.125,2.87,2.798,2.727,2.875,2.36,1.965,1.887,,,,,,0.134,1.407,8.916,93.613,0,0.08,12.62,4.1,0.325,6.512,0.00,74,74,1,9,158,2.201,0,6.329
SB-105,224,ROL,0_1,0,1,LP,9,0,0.008,"25,600.00","51,200.00",0.007,0.035,0,0,10.115,0,0,0,0.306,0,1.786,0,0,0.688,0,,,,,,,,,,,,,,,9.84,10.91,11.29,8.57,10.41,13.73,13.5,13.7,13.91,14.67,,,,14.39,,14.39,0.138,0.253,0.074,3.027,1.415,2.55,3.905,3.117,2.588,2.26,2.463,,,,,,0.054,0.677,3.753,47.047,0,0.09,13.25,5.6,0.423,17.558,0.00,3,1,0,0,4,0.699,0,0
SB-105,225,ROL,1_1,1,1,HP,9,0,0.376,"248,000.00",0,0.011,0,,0,9.77,0,0,0.427,2.877,0,3.286,0,0,1.354,0,,,,,,,,,,,,,,,9.65,12.05,12.52,14.46,14.08,13.39,13.84,15.68,16.01,17.49,,,,18.01,,18.01,0.253,0.154,0.348,2.863,3.4,2.633,2.903,2.49,2.99,2.237,2.62,,,,,,0.078,0.846,4.331,46.974,16,0.05,16.26,6.8,0.418,17.057,0.00,0,0,0,0,0,0,*,*
SB-105,227,ROL,1_1,1,1,HP,21,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.31,12.04,13.56,15.29,14.08,12.98,15.73,17.15,17.19,18.17,18.63,19.69,19.75,,20.43,20.43,0.307,0.223,0.392,3,3.06,2.69,2.548,3.273,2.833,2.28,2.48,2.173,2.588,2.327,,,0.07,1.063,3.426,52.031,7,0.1,18.61,8,0.43,18.376,0.00,2,2,0,0,4,0.699,0,0
SB-105,228,ROL,0_1,0,1,HP,21,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,11.24,10.46,9.62,12.37,12.55,13.9,14.24,15.07,15.86,15.97,17.91,17.07,,17.04,17.04,0.244,0.323,0.262,2.093,2.248,3.15,2.648,2.653,2.403,2.193,2,1.897,2.3,2.093,,,0.052,0.807,3.052,47.359,0,0.04,15.66,5.5,0.351,9.487,0.00,5,9,0,0,14,1.176,0,0
SB-105,229,ROL,1_1,1,1,LP,9,0,0.505,"12,800.00",0,0.114,0,0,1.716,19.922,0,0,0.24,3.259,0,4.641,0,0,2.261,0,,,,,,,,,,,,,,,10.36,13,11.29,13.92,14.32,14.86,15.46,16.03,15.4,15.63,,,,16.09,,16.09,0.174,0.094,0.052,2.173,3.075,3.473,2.8,2.75,3.108,2.307,3.098,,,,,,0.063,0.841,3.915,52.268,14,0.01,14.37,5.5,0.383,13.05,0.00,0,0,0,0,0,0,*,*
SB-105,231,ROL,1_1,1,1,HP,9,0,0.563,"25,600.00","6,400.00",0.002,0,0,0,15.31,0,0,0.401,2.41,0,3.286,0,0,1.746,0,,,,,,,,,,,,,,,5.79,8.11,8.94,11.25,12.29,11.59,12.25,13.65,13.8,14.77,,,,15.5,,15.5,0.294,0.185,0.271,2.41,2.618,2.98,2.053,2.353,2.358,1.793,2.053,,,,,,0.084,0.798,5.419,51.484,11,0.06,13.89,4.6,0.331,7.223,0.00,0,0,0,2,2,0.477,*,100
SB-105,233,ROL,1_0,1,0,HP,21,0,,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,6.77,8.72,9.38,12.44,13.31,12.05,13.29,13.71,14.66,15.01,15.43,16.07,16.07,,16.81,16.81,0.304,0.19,0.293,2.463,2.975,3.147,2.208,2.643,2.233,2.21,1.993,2.007,2.128,2.02,,,0.053,0.693,3.153,41.225,2,0.03,15.26,6.3,0.413,16.451,0.00,0,0,0,0,0,0,*,*
SB-105,234,ROL,0_0,0,0,LP,21,0,0.005,0,0,0,0,0,0,1.714,0,0,0.674,0.764,0.215,1.066,1.624,0.036,0.464,0,,,,,,,,,,,,,,,7.76,9.95,9.5,10.43,12.01,11.44,11.67,12.24,12.25,12.9,13.1,13.83,14.22,,15.02,15.02,0.22,0.2,0.279,1.937,2.398,3.88,2.183,2.39,2.5,2.277,2.625,2.9,2.48,2.8,,,0.033,0.813,2.197,54.128,0,0.12,13.32,5.3,0.398,14.762,0.00,0,0,0,0,0,0,*,*
SB-105,235,ROL,0_1,0,1,HP,9,0,0.075,0,"1,600.00",0.041,,,1.962,7.14,0,0,0,1.643,0,1.091,0,0,0.862,0,,,,,,,,,,,,,,,7.64,9.93,10.76,14.03,13.95,14.01,14.95,16.13,16.42,16.96,,,,17.26,,17.26,0.292,0.14,0.193,2.58,3.348,2.9,2.925,2.843,2.76,1.96,1.99,,,,,,0.099,1.005,5.736,58.227,0,0.15,15.58,5.4,0.347,8.966,0.00,6,6,2,1,15,1.204,0,20
SB-105,236,ROL,1_1,1,1,HP,21,0,0.682,"3,200.00","6,400.00",0.333,0,0,0,4.472,0,0,0.261,0.736,0.07,0.719,0.317,0,0.725,0.025,,,,,,,,,,,,,,,7.49,9.46,8.83,11.12,11.8,11.66,12.61,13.78,14.55,15.18,15.06,15.42,14.82,,15.57,15.57,0.245,0.193,0.247,2.133,3.118,2.85,2.21,2.72,2.355,1.75,2.145,2.133,2.21,2.003,,,0.082,0.759,5.267,48.748,11,0.11,13.96,5,0.358,10.273,0.00,3,5,0,0,8,0.954,0,0
SB-105,237,ROL,1_1,1,1,LP,9,0.358,0.735,"51,200.00",0,0.567,0,0,2.842,14.603,2.615,0,0,2.024,0,1.481,0,0.297,1.833,0.264,,,,,,,,,,,,,,,9.5,11.74,11.97,13.89,13.85,12.69,14.99,14.15,14.3,15.16,,,,15.12,,15.12,0.17,0.053,0.011,2.913,3.4,2.983,2.32,3.383,2.593,2.633,2.82,,,,,,0.082,0.964,5.423,63.757,13,0.08,13.28,5.2,0.392,14.047,0.00,1,2,0,0,3,0.602,0,0
SB-105,238,ROL,0_1,0,1,LP,9,0,0.369,"6,400.00",0,0.082,,0.779,15.732,29.782,12.603,0,0,1.511,0,0.869,0.055,1.844,2.395,1.575,,,,,,,,,,,,,,,9.21,11.62,11.55,11.67,12.15,12.3,13.1,13.11,12.88,12.77,,,,13.22,,13.22,0.122,0.067,0.01,2.333,2.64,2.423,2.54,2.81,2.275,2.147,2.488,,,,,,0.085,0.872,6.43,65.961,0,0.07,11.53,4.1,0.356,9.982,0.00,19,12,0,0,31,1.505,0,0
SB-105,239,ROL,1_1,1,1,LP,21,0,,0,0,0,,,0,3.397,0,0.08,0.421,0.503,0.03,0.901,0.62,0.009,0.789,0.048,,,,,,,,,,,,,,,8.64,10.14,9.95,11.53,12.41,12.94,14.03,13.27,13.1,13.67,14.34,14.32,14.69,,15.25,15.25,0.2,0.162,0.102,2.28,2.98,2.687,2.48,3.007,2.625,2.503,2.73,2.903,2.53,2.753,,,0.075,0.899,4.918,58.951,4,0.09,13.65,5.2,0.381,12.848,0.00,27,22,0,0,49,1.699,0,0
